Image,Name,Personality Traits
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTU1NjUxNDYwNV5BMl5BanBnXkFtZTgwOTU3MDM0OTE@._V1_UY209_CR3,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Konkona Sen Sharma,"Konkona Sen Sharma (born 3 December 1979) is an Indian actress, writer, and director. She has received two National Film Awards and four Filmfare Awards. The daughter of filmmaker–actress Aparna Sen, Konkona appears primarily in Indian arthouse and independent films, and her achievements in the genre have established her as one of the leading actresses of contemporary parallel cinema. She has also acted in mainstream films like Laaga Chunari Mein Daag for which too she has received awards.[2]Making her debut as a child artist in the film Indira (1983), Sharma debuted as an adult in the Bengali thriller Ek Je Aachhe Kanya (2000). She first gained attention with the English-language film Mr. and Mrs. Iyer (2002), which was directed by her mother, and received the National Film Award for Best Actress for her performance. Her appearance in the drama Page 3 (2005) got her wider recognition, and she has since starred in a number of films, most of which have won her praise rather than commercial success. She won two consecutive Filmfare Best Supporting Actress Awards for her performances in Omkara (2006) and Life in a... Metro (2007), respectively. Her performance in the former won her a second National Award under the Best Supporting Actress category.[3][4] She was the first recipient of the Best Actress award at the Filmfare Awards East for her work in the Bengali film Goynar Baksho (2014).In 2017, her directorial debut film A Death in the Gunj was released and she won the Filmfare Award for Best Debut Director.[5] In the same year she starred in Lipstick Under My Burkha, which won her numerous international awards."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BOTUzYzU0MmQtZTkxMi00MDRlLTkyZGUtOTY1YzkzOGIyMjAwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR7,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Bipasha Basu,"Bipasha Basu (born 7 January 1979), also known by her married name Bipasha Basu Singh Grover,[3] is an Indian film actress and model. Primarily known for her work in Hindi films, she has also appeared in Tamil, Telugu, Bengali and English films. Basu is the recipient of numerous accolades, including one Filmfare Award. Particularly known for her work in the thriller and horror film genres, she is frequently cited in the media as a sex symbol.Born in Delhi and raised in Kolkata, Basu won the Godrej Cinthol Supermodel contest in 1996, and later pursued a successful career as a fashion model. She then began receiving offers for film roles, and made her acting debut with a negative role in the moderately successful thriller Ajnabee (2001), which won her the Filmfare Award for Best Female Debut. Basu's first leading role was in the blockbuster horror film Raaz (2002), which earned her a nomination for the Filmfare Award for Best Actress. She subsequently received worldwide critical recognition and several awards for her portrayals of a seductress in the 2003 erotic thriller Jism and the 2006 drama Corporate. Basu achieved further success with starring roles in six of India's annually top-grossing productions—the comedies No Entry (2005), Phir Hera Pheri (2006), and All the Best: Fun Begins (2009), the action adventure Dhoom 2 (2006), the action thriller Race (2008) and the horror thriller Raaz 3D (2012). She also received praise for her performances in the romantic comedy Bachna Ae Haseeno (2008), and the horror films Aatma (2013), Creature 3D (2014) and Alone (2015). Her other notable work includes item numbers in several films."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNGM5YmYwNjUtNzQyYS00OGY0LTljZDAtMDNiMjhiOTFiMzRiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Anushka Sharma,"Anushka Sharma (pronounced [əˈnʊʂkaː ˈʃərmaː]; born 1 May 1988) is an Indian actress and film producer who works in Hindi films. One of the most popular and highest-paid actresses in India, she has received several awards, including a Filmfare Award. She has appeared in Forbes India's Celebrity 100 since 2012 and was featured by Forbes Asia in their 30 Under 30 list of 2018.Born in Ayodhya and raised in Bangalore, Sharma had her first modelling assignment for the fashion designer Wendell Rodricks in 2007 and later moved to Mumbai to pursue a full-time career as a model. She made her acting debut opposite Shah Rukh Khan in the highly successful romantic film Rab Ne Bana Di Jodi (2008) and rose to prominence with starring roles in Yash Raj Films' romances Band Baaja Baaraat (2010) and Jab Tak Hai Jaan (2012). For playing an aspiring filmmaker in the lattermost, she won the Filmfare Award for Best Supporting Actress. Sharma went on to earn praise for playing a woman troubled by criminals in the crime thriller NH10 (2015), a dancer in the comedy-drama Dil Dhadakne Do (2015), a free-spirited woman in the romantic drama Ae Dil Hai Mushkil (2016), and a struggling wife in the social drama Sui Dhaaga (2018). Her highest-grossing releases came with the sports drama Sultan (2016), and Rajkumar Hirani's religious satire PK (2014) and biopic Sanju (2018), all of which rank among the highest-grossing Indian films."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTczMzYxMzMzMF5BMl5BanBnXkFtZTgwNjI1ODA0OTE@._V1_UY209_CR2,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Esha Gupta,"Esha Gupta (/ˈiːʃə ˈɡʊptə/)(born 28 November 1985)[1][2] is an Indian film actress, Model and the winner of the Miss India International title of 2007. She has established a career in Bollywood films.[5]Gupta entered the Femina Miss India contest in 2007, where she placed third and won the Miss India International title, and later represented India at Miss International pageant. She soon received offers for film roles, and made her acting debut in the 2012 commercially successful crime thriller Jannat 2, that fetched her a nomination for the Filmfare Award for Best Female Debut. Gupta received praise for her portrayal in the political drama Chakravyuh (2012) but her performance in the comedy film Humshakals (2014) met with negative reviews. Her highest-grossing releases came with the horror thriller Raaz 3D (2013), the crime drama Rustom (2016), Baadshaho (2017), and the comedy Total Dhamaal (2019).Gupta was born in New Delhi. Her father is a retired Air Force Officer and her mother is a homemaker.[6] She has a sister named Neha. She spent most of her childhood in Dehradun, Hyderabad and Delhi. [7] She has completed Mass Communication from School of Communication, Manipal University, Manipal[8] prior to auditioning for Femina Miss India, and got a law scholarship at Newcastle University,[8] but she pursued a career in Bollywood instead.[9]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTg0MTAyMzcwMl5BMl5BanBnXkFtZTcwMjUzNjcyNA@@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Amrita Rao,"Amrita Rao is an Indian film actress and model. She has appeared as the leading lady in several Hindi films of Bollywood and one movie in Telugu. Rao was born and raised in Mumbai; she made her screen debut in Ab Ke Baras (2002), for which she was nominated for the Filmfare Best Female Debut Award in 2003. One of her most popular roles was in the romance film Vivah (2006).[2]Rao's roles in Welcome to Sajjanpur (2008) and Main Hoon Na (2004) earned her a Stardust Best Actress Award and a Filmfare Best Supporting Actress Award nomination respectively. She has been called ""Bollywood's quintessential girl next-door"" by various media outlets.[3] The Times of India named Rao one of its ""50 Most Desirable Women of 2011.""[4]Legendary Painter M. F. Husain pronounced Amrita Rao as his 2nd muse 11 years after he painted Madhuri Dixit and made several paintings dedicated to the Actresses role in Vivah[5][6]Before starting her career as an actor, Rao appeared in several commercials during her college days. Her first public appearance was in the music video for Alisha Chinoy's song Woh Pyar Mera.[7]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTUyNTg5NTgwMl5BMl5BanBnXkFtZTcwNzQyNTA0MQ@@._V1_UY209_CR87,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Ayesha Takia,"Ayesha Takia (born 10 April 1986) is an Indian film actress who appeared in Bollywood films. She made her film debut in Taarzan: The Wonder Car for which she won the Filmfare Best Debut Award in 2004. Her notable films also include Socha Na Tha (2005), Dor (2006), for which she won the Screen Award for Best Actress (Critics), and Wanted (2009).[2]Ayesha Takia was born in Mumbai, Maharashtra, India to a Hindu father and Muslim mother, having the ethnicity of Gujarati.[3] She is an alumnus of St Anthony's Girls High School, Chembur.[4] She married restaurateur Farhan Azmi, son of Samajwadi Party leader Abu Azmi, on 1 March 2009.[5] She has a son with her husband Farhan Azmi.[6][7]Takia began her career as a model when she was 15, appearing in the ""I am a Complan Boy! I’m a Complan Girl!"" campaign[8] and also in Falguni Pathak's ""Meri Chunar Udd Udd Jaye"" music video.[9] Later she appeared in the music video Shake It Daddy Remix of song Nahin Nahin Abhi Nahin along with actor Keith Sequeira, both the songs were directed by Vinay Sapru and Radhika Rao. Which brought her to the attention of Bollywood, and a few film offers followed. She signed a contract to appear in Socha Na Tha, then for Taarzan: The Wonder Car. However, delays making Socha Na Tha meant that Taarzan was released first and was therefore her ""debut"" film.[10] She won the Filmfare Best Debut Award in 2004 for her performance in the film."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTU3Mjc1NDUzNl5BMl5BanBnXkFtZTcwMjkxMzgzMQ@@._V1_UY209_CR7,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Dia Mirza,"Dia Mirza (born 9 December 1981) is an Indian model, actress, producer, social worker and beauty queen who won the Miss Asia Pacific 2000 title. She made her acting debut with Rehnaa Hai Terre Dil Mein (2001).She subsequently featured in films including Dus (2005), Lage Raho Munnabhai (2006) and Sanju (2018). She co-owned a production house, Born Free Entertainment, with her ex-husband Sahil Sangha.[3] Their first film, Love Breakups Zindagi,[4] was released on 7 October 2011. After their divorce she launched her own production house, ""One India Stories"" in December 2019.Mirza was born in India. Her father, Frank Handrich, was a German graphics and industrial fair designer, architect, artist and interior designer based in Munich. Her mother, Deepa, is a Bengali interior designer and landscaper who also volunteers to help alcoholics and drug addicts. When she was four-and-a-half years old, her parents were divorced.[5][6] After her mother married Ahmed Mirza, a Dakhini Muslim man from Hyderabad, she adopted her step-father's surname. He died in 2003.[5]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTU1NzU2Nzk0MV5BMl5BanBnXkFtZTgwMzIzMzg4MjE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Shraddha Kapoor,"Shraddha Kapoor (born 3 March 1987) is an Indian actress and singer who works in Hindi films. She features in listings of the most popular and the highest-paid actresses in India[2][3] and was featured by Forbes Asia in their 30 Under 30 list of 2016.The daughter of actor Shakti Kapoor, she began her acting career with a brief role in the 2010 heist film Teen Patti, and followed it with her first leading role in the teen drama Luv Ka The End (2011). Kapoor gained wide recognition for playing a singer in the commercially successful romantic drama Aashiqui 2 (2013), for which she received a nomination for the Filmfare Award for Best Actress. The following year, she portrayed a character based on Ophelia in Vishal Bhardwaj's critically acclaimed  drama Haider (2014), an adaptation of William Shakespeare's tragedy Hamlet. Kapoor established herself with starring roles in the romantic thriller Ek Villain (2014), the dance drama ABCD 2 (2015) and the action drama Baaghi (2016).[4][5] Following a series of poorly received films, her highest-grossing releases came with the comedy horror Stree (2018), the action thriller Saaho (2019), and the comedy-drama Chhichhore (2019)."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTgxMTUyNDg2NF5BMl5BanBnXkFtZTgwOTAyMTIzOTE@._V1_UY209_CR7,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sonakshi Sinha,"Sonakshi Sinha (pronounced [soːnaːkʂiː sɪnɦaː]; born 2 June 1987) is an Indian film actress and singer.[2] After working as a costume designer in her early career, Sinha made her acting debut in the action-drama film Dabangg (2010), which won her the Filmfare Award for Best Female Debut.[3]Sinha has played the romantic interest of the male protagonists in several top-grossing action-dramas, including Rowdy Rathore (2012), Son of Sardaar (2012), Dabangg 2 (2012) and Holiday: A Soldier Is Never Off Duty (2014), though she was criticized for taking up roles that offered her limited scope. She gained critical acclaim for her portrayal of a woman suffering from tuberculosis in the romantic drama Lootera (2013), for which she received a nomination for the Filmfare Award for Best Actress.[4][5][6] She followed this initial success by starring in a series of commercial failures, with the exception of Mission Mangal (2019), in which she had a supporting role.[7]In addition to acting in films, Sinha has sung a small part in the Imran Khan song ""Let's Celebrate"" in her film Tevar (2015). She has also sung the single ""Aaj Mood Isqholic Hai"" and sung in a total of four of her films."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjM0OTc5OTAwMl5BMl5BanBnXkFtZTgwMzA5NTU3MDI@._V1_UY209_CR81,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Nargis Fakhri,"Nargis Fakhri (born October 20, 1979) is an American film actress and model, who mainly appears in Hindi and English-language films.[2][3] Her first role in film came with the 2011 romantic drama Rockstar, for which she was nominated for Filmfare Award for Best Female Debut. She subsequently played a war correspondent in the political thriller Madras Cafe (2013), and starred in the commercially successful comedies Main Tera Hero (2014), Spy (2015, her first Hollywood production) and Housefull 3 (2016).[4][5]Fakhri was born on October 20, 1979 in Queens, New York City, to Mohammed Fakhri, and Marie Fakhri, a former police officer.[6] Her father is Pakistani, and her mother is Czech.[6] She has one younger sister, Aliya. Fakhri's parents divorced when she was six, and her father died a few years later.[7] Because of her mixed Pakistani-Czech ethnicity and American nationality, Fakhri describes herself a ""global citizen"".[6][7][1]Fakhri started her career as a model at the age of 16. In her later years, she appeared as a contestant on the second and third cycle of America's Next Top Model (2004).[3] Although Fakhri was selected for the first two challenges of both the cycles, she failed to make up to the third challenge for the top twelve contestants.[8] She subsequently modeled professionally in America, working for freelance agencies, and appearing regularly at fashion shows. Fakhri's fame increased when she appeared in a highly popular Indian print campaign for the 2009 Kingfisher Calendar.[1] Her appearance in the Kingfisher Calendar attracted the attention of Indian filmmaker Imtiaz Ali.[9][10] He selected her for a role in the Hindi romantic drama Rockstar.[11][12] Fakhri later said that she agreed to work in India so that she could ""relate to [her] culture"" and get ""close to [her] roots [Pakistan]"", because India and Pakistan share similar cultures.[6][5][7]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BYzNkYmYwMTQtM2NmNy00ZDM5LTk4ZTktYzJlNmMwMmJmOTA5XkEyXkFqcGdeQXVyOTI0MjY0NDI@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Shriya Pilgaonkar,"Shriya Pilgaonkar is an Indian film actress, director, producer, and stage performer. She is the daughter of actors Sachin and Supriya Pilgaonkar.[1]As a child, Pilgaonkar trained to become a professional swimmer and won several medals while in school.[2] Believing that she might become a translator or a linguist when she grew up, Pilgaonkar also took classes in Japanese when she was a child.[2] Later deciding to take a different route, Pilgaonkar completed her Bachelor's degree in Sociology at St. Xavier's College in Mumbai. Pilgaonkar learned the Kathak dance as a child.[3]At the age of five, Pilgaonkar first appeared on television in the Hindi serial Tu Tu Main Main, playing a boy named Bittu.[4] Pilgaonkar made her stage debut in 2012 with her performance in Karan Shetty's 10-minute short play Freedom Of Love. The play was a part of the NCPA's Short and Sweet Festival. In the play, she acted, sang and danced.[5]After her performance in Freedom of Love, Pilgaonkar made her big screen debut with the 2013 Marathi film Ekulti Ek. In the film, she plays the role of Swara, the daughter of Arun Deshpande (Sachin Pilgaonakar) and Nandini (Supriya Pilgaonkar). She was offered the role of Swara by her father (Sachin Pilgaonkar) who wrote, directed, and produced the film. Pilgaonkar said, ""He has been credited for launching many a talent, including my mother. When he offered me the film, I didn't want a favour. But he corrected me, saying, 'I am not stupid to invest resources without reason'.""[2] She also added, ""Experience-wise I am a beginner but I think it's a wonderful time to be in the industry. There is so much happening, so much changing. I feel proud that I am doing my first film with my father.""[5] This movie debut led her to win six awards. Among them was the Maharashtra State Government Award for Best Debut Actress, which she received at the 51st Maharashtra State Film Awards.[5][6][7][8] The film received average to positive reviews from critics. A critic of The Times of India gave the film 3/5 stars, stating ""It's the perfect launch for his (Sachin Pilgaonkar) daughter Shriya into films and she does not disappoint.""[9]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjA4MjkyMzAxNl5BMl5BanBnXkFtZTcwOTEyMjMyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Asin Thottumkal,"Asin Thottumkal (born 26 October 1985),[1][2][3] known mononymously as Asin, is a former Indian actress who mostly appeared in Tamil films. She also appeared in lead roles in  Hindi, Telugu and Malayalam films. She is a trained Bharathanatyam dancer.[6] She has received three Filmfare Awards. She began her acting career in the South Indian film industry, but later shifted her focus to Bollywood.[7] She speaks eight languages,[8] and dubs her own films.[9][10] She is the only Malayali actress, other than Padmini, to have dubbed in her own voice for all her films, irrespective of language.[10] Asin has been referred to as the ""Queen of Kollywood"" by online portals in 2007.[11][12] She is a member of the Bollywood 100 Crore Club.[13]Making her acting debut with Sathyan Anthikkad's Malayalam film Narendran Makan Jayakanthan Vaka (2001), Asin had her first commercial success with the Telugu film Amma Nanna O Tamila Ammayi in 2003, and won a Filmfare Best Telugu Actress Award for the film. M. Kumaran S/O Mahalakshmi (2004) was her debut in Tamil and a huge success. She received her Filmfare Best Tamil Actress Award for her most noted critically acclaimed performance in her third Tamil film, Ghajini (2005). She then played the lead female roles in many successful films, the most notable being the action Sivakasi (2005), the dramatic thriller Varalaru (2006), the action thriller Pokkiri (2007), the romantic drama Vel (2008) and Dasavathaaram (2008), hence established herself as the leading actress of Tamil cinema and was also honoured by the Tamil Nadu government with the Kalaimamani award for her excellence in the field of art and literature.[14] In 2013, Asin was conferred with the Pride of South Indian Cinema award at SIIMA for her contribution to Tamil cinema.[15]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMDVlYWIxNGEtZmZiZi00ZWNmLWI2NTEtYzQ2OTBjNDU2N2MxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Mallika Sherawat,"Reema Lamba (born 24 October 1976), better known as Mallika Sherawat, is an Indian actress who predominantly works in Hindi language films. Known for her bold onscreen attitude in films like Khwahish (2003) and  Murder (2004),[3] Sherawat has established herself as a sex symbol and as one of the most popular celebrities in Bollywood.[4] She then appeared in successful romantic comedy Pyaar Ke Side Effects (2006) which won her much critical acclaim.[5][6]Since then, she has appeared in successes like Aap Ka Suroor, Welcome (both 2007) — her biggest commercial success so far — and Double Dhamaal (2011). She is one of the few Bollywood stars trying to cross over to Hollywood,[7][8] with films like Hisss (2010) and Politics of Love (2011).[9]Sherawat was born on 24 October 1976 as Reema Lamba in Moth,[10] a small village in Hisar district of Haryana to a Jat family.[11] Mallika's father is named Mukesh Kumar Lamba and she was born in the family of Seth Chhaju Ram, a leading Jat philanthropist.[12] She adopted the screen name of ""Mallika"", meaning ""empress"", to avoid confusion with other actresses named Reema.[13] ""Sherawat"" is her mother's maiden name[14] She has stated that she uses her mother's maiden name because of the support that her mother has provided her.[13]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTkzOTgzNzYzMl5BMl5BanBnXkFtZTgwMTI0MzY3OTE@._V1_UY209_CR87,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Parineeti Chopra,"Parineeti Chopra (pronounced [pəriːniːt̪iː ˈtʃoːpɽaː]; born 22 October 1988) is an Indian actress and singer who appears in Hindi films. Chopra is a recipient of several accolades, including a Filmfare and National Film Award. She initially aspired to pursue a career in investment banking, but after obtaining a triple honours degree in business, finance and economics from Manchester Business School she returned to India during the 2009 economic recession and joined Yash Raj Films as a public relations consultant. Chopra made her acting debut with the company's 2011 romantic comedy Ladies vs Ricky Bahl, winning the Filmfare Award for Best Female Debut. She followed it by gaining praise for her starring roles in the box office hits— Ishaqzaade (2012), Shuddh Desi Romance (2013) and Hasee Toh Phasee (2014). The first of these won her the National Film Award – Special Mention while the first two of these earned her two nominations for the Filmfare Award for Best Actress. After a three-year hiatus from full-time acting, she starred in the comedy Golmaal Again (2017) and the war drama Kesari (2019). During this period, she also starred in three unsuccessful films including  Namaste England (2018)."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTA3NzAwNjcwMjNeQTJeQWpwZ15BbWU4MDIyODgxMzkx._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Yami Gautam,"Yami Gautam (born 28 November 1988[2]) is an Indian actress who predominantly appears in Hindi films.[3] Gautam came to prominence after starring in a series of Fair & Lovely commercials. She later starred in television shows such as Chand Ke Paar Chalo (2008-2009) and Yeh Pyar Na Hoga Kam (2009-2010). Following this, she appeared in several South Indian films. Gautam made her Hindi film debut in 2012 with the comedy Vicky Donor, which was a critical and commercial success.[4][5][6] For her performance, she received praise as well as nomination for Filmfare Award for Best Female Debut. She went on to star as a young wife in the crime film Badlapur (2015), and a blind woman in the thriller Kaabil (2017). In 2019, she starred as an intelligence officer in the war film Uri: The Surgical Strike (2019), one of the highest-grossing Indian films, and garnered critical acclaim for playing a TikTok star in the satire Bala (2019).Yami Gautam was born in a Hindu family in Bilaspur, Himachal Pradesh and was brought up in Chandigarh.[1][7] Her father Mukesh Gautam is a Punjabi film director. Her mother is Anjali Gautam.[8] Yami has a younger sister Surilie Gautam, who made her big screen debut with the Punjabi film Power Cut.[9][10][11] She did her regular schooling, and later entered college to pursue a graduate degree in law honours. She had aspired to join Indian Administrative Services (IAS) as a young girl, but at the age of 20, Yami decided to start her acting career.[12] Though she was pursuing studies in Law Honors (first-year PU Student of law), she left full-time studies for acting. Recently, she has been doing her part-time graduation from Mumbai.[13] Yami is fond of reading, interior decoration and listening to music.[13]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTQ1OTA2ODc4Ml5BMl5BanBnXkFtZTcwODE4MDY3Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Neha Dhupia,"Neha Dhupia (born 27 August 1980) is an Indian actress who worked in Hindi, Punjabi, Telugu and Malayalam films. Now she is one of the judges in MTV Roadies (season 16). She has won the 2002 Femina Miss India pageant.Dhupia was born in Cochin (present-day Kochi), India to a Sikh family.[3][2] Her father, Commander Pradip Singh Dhupia, served in the Indian Navy and mother, Manpinder, (Babli Dhupia) is a homemaker. She went to Naval Public School, Cochin then transferred to Navy Children School, Chanakyapuri, New Delhi.[citation needed] She graduated from Jesus and Mary College in New Delhi,  affiliated to the University of Delhi, with honours in History.[4]Dhupia made her acting debut in a play in New Delhi called Graffiti. Thereafter she appeared in a music video for Indipop band Euphoria and modeled for advertisement campaigns. She then appeared in the TV serial Rajdhani. In 2002, she participated in the Femina Miss India pageant, where she was crowned as Miss Universe India 2002. She was subsequently sent to the Miss Universe 2002 pageant in Puerto Rico where she placed in the top 10.[5] After placing in the pageant, Dhupia intended to pursue a career in the Indian Foreign Service, but turned to acting instead.[6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZmM3YTg2ZjUtNWMwMi00NWE2LWE1YmMtYWM1ZDViNmYzOWRkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Disha Patani,"Disha Patani is an Indian actress who works primarily in Hindi films. She began her acting career with the Telugu film Loafer (2015), opposite Varun Tej. After making her Bollywood debut in the sports biopic M.S. Dhoni: The Untold Story (2016), she starred in the Chinese action comedy Kung Fu Yoga (2017), which ranks among the highest-grossing Chinese films of all time. She went on to play the romantic interest of the lead male character in the commercially successful Hindi action films Baaghi 2 (2018) and Bharat (2019).Patani is a Kumaoni from Uttarakhand.[3][4] Her father, Jagadish Singh Patani is a police officer and her mother is a health inspector. Her elder sister, Khushboo is a lieutenant in Indian Armed Forces. She also has a younger brother, Suryansh.[5][6]Patani debuted with a Telugu film, Loafer alongside Varun Tej in 2015.[7] She played the role of Mouni, a girl who runs from home to escape a forced marriage.[8] Directed by Puri Jagannadh and produced by C. Kalyan under C.K. Entertainment, the film was made on a budget of ₹200 million and performed poorly at the box office with a lifetime collection of ₹106 million.[9] In the following year, Disha appeared in a music video, Befikra along with Tiger Shroff which was produced by Bhushan Kumar and Krishan Kumar under T-Series and composed by Meet Bros. Written and directed by Meet Bros, the singer, Aditi Singh Sharma lent her voice.[citation needed]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTEwMTkyMDY3OTheQTJeQWpwZ15BbWU4MDE1MjEyMzkx._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Huma Qureshi,
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTVkMzhkNWItYmIwMy00MTJmLWE2OTItOTcwMjVlMzg4YzEzXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR8,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Minissha Lamba,"Minissha Lamba (born 18 January 1985) [1]is an Indian Film actress who appeared in Hindi films.[2] She made her debut with Yahaan (2005). Her other notable films include Honeymoon Travels Pvt. Ltd. (2007), Bachna Ae Haseeno (2008), Well Done Abba (2009), and Bheja Fry 2 (2011).[3]Minisha Lamba was born into a Sikh family,[4] to Kawel Lamba and Manju Lamba in New Delhi in 1985. Her brother is Karanbir Lamba.She studied at Chettinad Vidyashram School, Chennai for a year and then shifted to Army Public School, Srinagar where she completed her schooling. She majored in English (Hons.) from Miranda House, University of Delhi.[5][6]While studying at Delhi University, Lamba began to model for ad campaigns like LG, Sony, Cadbury, Hajmola, Airtel, Sunsilk etc. She was also a part of the Femina's Generation ""W"" ad.[7] During an ad shoot for Cadbury she was approached by Bollywood director, Shoojit Sircar, who signed her to act in his film Yahaan (2005).[5] She had begun filming for Yahaan while still in Miranda House college. She subsequently began to play supporting and then leading roles in films such as Corporate, Rocky: The Rebel, Anthony Kaun Hai, Honeymoon Travels Pvt. Ltd., Anamika,[5] Shaurya and Dus Kahaniyaan."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTgwMjcwODQ0MV5BMl5BanBnXkFtZTgwNjI4ODEzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Kajal Aggarwal,"Kajal Aggarwal (born 19 June 1985) is an Indian film actress and model. She has established a career in the  Tamil and Telugu film industries and has been nominated for four Filmfare Awards South.[4][5][6]Aggarwal made her acting debut with the 2004 Bollywood film Kyun! Ho Gaya Na... and had her first Telugu film release in 2007, Lakshmi Kalyanam. In the same year, she starred in the box office hit Chandamama, which earned her recognition. The 2009 historical fiction Telugu film Magadheera marked a turning point in her career, earning her critical acclaim. It ranks among the highest-grossing Telugu films of all time and fetched her Best Actress nominations at several award ceremonies including Filmfare.She subsequently starred in Telugu films such as Darling (2010), Brindavanam (2010), Mr. Perfect (2011), Businessman (2012), Naayak (2013), Baadshah (2013), Govindudu Andarivadele (2014), Temper (2015) and Khaidi No. 150 (2017).[7] Kajal also played the female lead in the high-profile Tamil projects Naan Mahaan Alla (2010), Maattrraan (2012), Thuppakki (2012), Jilla (2014),Vivegam (2017) and Mersal (2017).[8] She made a comeback to Bollywood with Singham (2011), which was a hit, while another film Special 26 (2013) was also a box office success.[9][10]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTQwNjI1MDY4NV5BMl5BanBnXkFtZTcwMjU1MDg2OA@@._V1_UY209_CR1,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Ileana D'Cruz,"Ileana D'Cruz (born 1 November 1986)[1] is an Indian film actress who appears mainly in Telugu and Hindi films, but also in Tamil films.D'Cruz won the Filmfare Award for Best Female Debut – South for the 2006 Telugu film Devadasu. She established herself in Telugu cinema with films including Pokiri (2006), Jalsa (2008), Kick (2009) and Julayi (2012).[2] In Tamil cinema, D'Cruz has starred in Kedi (2006) and Shankar's Nanban (2012).[3]In 2012, D'Cruz made her Hindi film debut with Anurag Basu's Barfi!.[4] She then starred in Main Tera Hero (2014), Rustom (2016), and Raid (2018).[5]D'Cruz was born into a Goan Catholic family in Mahim, Mumbai and was raised partly in Mumbai and partly in Goa.[6][7][8] Her family relocated to Parra, Goa when she was 10 years old.[6][9] Her mother tongue is Konkani.[10][11]During that time, the manager of the hotel her mother was working in, suggested that she had a vibrant smile and should start modelling and fixed a meeting with Marc Robinson. Though initially reluctant, she was persuaded and her first portfolio was created in January 2003, which she described as a ""disaster"". She began gaining notice through photo shoots and ramp shows and her second portfolio was set up the following year, which landed her three advertisements from Electrolux, Emami Talc and Fair & Lovely. The latter, in particular, which was directed by Rakesh Roshan, gave her exposure and brought in several offers for acting in feature films.[11][12]"
